Report Date,County,Place of Fatality,Deaths by County of Residence
2020-07-27,Otsego,6,4
2020-07-27,Putnam,61,63
2020-07-27,Queens,4058,5081
2020-07-27,Rensselaer,39,35
2020-07-27,Richmond,747,749
2020-07-27,Rockland,470,507
2020-07-27,Saratoga,5,15
2020-07-27,Schenectady,36,38
2020-07-27,Schoharie,0,2
2020-07-27,Schuyler,0,0
2020-07-27,Seneca,0,1
2020-07-27,St. Lawrence,4,4
2020-07-27,Statewide Total,25126,25126
2020-07-27,Steuben,19,29
2020-07-27,Suffolk,2043,1996
2020-07-27,Sullivan,32,37
2020-07-27,Tioga,19,20
2020-07-27,Tompkins,2,0
2020-07-27,Ulster,49,81
2020-07-27,Warren,31,30
2020-07-27,Washington,11,14
2020-07-27,Wayne,1,2
2020-07-27,Westchester,1577,1443
2020-07-27,Wyoming,3,5
2020-07-27,Yates,6,6
2020-07-28,Albany,168,114
2020-07-28,Allegany,0,2
2020-07-28,Bronx,3071,3349
2020-07-28,Broome,74,71
2020-07-28,Cattaraugus,5,6
2020-07-28,Cayuga,1,2
2020-07-28,Chautauqua,5,4
2020-07-28,Chemung,5,2
2020-07-28,Chenango,3,6
2020-07-28,Clinton,4,4
2020-07-28,Columbia,43,47
2020-07-28,Cortland,0,1
2020-07-28,Delaware,0,4
2020-07-28,Dutchess,162,153
2020-07-28,Erie,620,593
2020-07-28,Essex,0,0
2020-07-28,Franklin,1,1
2020-07-28,Fulton,20,28
2020-07-28,Genesee,6,6
2020-07-28,Greene,5,13
2020-07-28,Hamilton,0,1
2020-07-28,Herkimer,1,3
2020-07-28,Jefferson,0,0
2020-07-28,Kings,4550,5043
2020-07-28,Lewis,0,5
2020-07-28,Livingston,4,4
2020-07-28,Madison,6,9
2020-07-28,Manhattan,3346,2080
2020-07-28,Monroe,266,250
2020-07-28,Montgomery,5,4
2020-07-28,Nassau,2706,2194
2020-07-28,Niagara,68,88
2020-07-28,Non-NYS,0,105
2020-07-28,Oneida,110,115
2020-07-28,Onondaga,187,171
2020-07-28,Ontario,26,27
2020-07-28,Orange,404,407
2020-07-28,Orleans,41,55
2020-07-28,Oswego,0,3
2020-07-28,Otsego,6,4
2020-07-28,Putnam,61,63
2020-07-28,Queens,4058,5081
2020-07-28,Rensselaer,39,35
2020-07-28,Richmond,747,749
2020-07-28,Rockland,470,507
2020-07-28,Saratoga,5,15
2020-07-28,Schenectady,36,38
2020-07-28,Schoharie,0,2
2020-07-28,Schuyler,0,0
2020-07-28,Seneca,0,1
2020-07-28,St. Lawrence,4,4
2020-07-28,Statewide Total,25132,25132
2020-07-28,Steuben,19,29
2020-07-28,Suffolk,2043,1996
2020-07-28,Sullivan,32,37
2020-07-28,Tioga,19,20
2020-07-28,Tompkins,2,0
2020-07-28,Ulster,49,81
2020-07-28,Warren,31,30
2020-07-28,Washington,11,14
2020-07-28,Wayne,1,2
2020-07-28,Westchester,1577,1443
2020-07-28,Wyoming,3,5
2020-07-28,Yates,6,6
2020-07-29,Albany,169,115
2020-07-29,Allegany,0,2
2020-07-29,Bronx,3073,3351
2020-07-29,Broome,76,72
2020-07-29,Cattaraugus,5,6
2020-07-29,Cayuga,1,2
2020-07-29,Chautauqua,5,4
2020-07-29,Chemung,5,2
2020-07-29,Chenango,3,6
2020-07-29,Clinton,4,4
2020-07-29,Columbia,43,47
2020-07-29,Cortland,0,1
2020-07-29,Delaware,0,4
2020-07-29,Dutchess,162,153
2020-07-29,Erie,621,594
2020-07-29,Essex,0,0
2020-07-29,Franklin,1,1
2020-07-29,Fulton,20,28
2020-07-29,Genesee,6,6
2020-07-29,Greene,5,13
2020-07-29,Hamilton,0,1
2020-07-29,Herkimer,2,4
2020-07-29,Jefferson,0,0
2020-07-29,Kings,4551,5044
2020-07-29,Lewis,0,5
2020-07-29,Livingston,4,4
2020-07-29,Madison,6,9
2020-07-29,Manhattan,3349,2081
2020-07-29,Monroe,266,250
2020-07-29,Montgomery,5,4
2020-07-29,Nassau,2706,2194
2020-07-29,Niagara,68,88
2020-07-29,Non-NYS,0,105
2020-07-29,Oneida,110,115
2020-07-29,Onondaga,187,171
2020-07-29,Ontario,26,27
2020-07-29,Orange,404,407
2020-07-29,Orleans,41,55
2020-07-29,Oswego,0,3
2020-07-29,Otsego,6,4
2020-07-29,Putnam,61,63
2020-07-29,Queens,4059,5083
2020-07-29,Rensselaer,39,35
2020-07-29,Richmond,747,749
2020-07-29,Rockland,470,507
2020-07-29,Saratoga,5,15
2020-07-29,Schenectady,36,38
2020-07-29,Schoharie,0,2
2020-07-29,Schuyler,0,0
2020-07-29,Seneca,0,1
2020-07-29,St. Lawrence,4,4
2020-07-29,Statewide Total,25145,25145
2020-07-29,Steuben,19,29
2020-07-29,Suffolk,2043,1996
2020-07-29,Sullivan,32,37
2020-07-29,Tioga,19,21
2020-07-29,Tompkins,2,0
2020-07-29,Ulster,49,81
2020-07-29,Warren,31,30
2020-07-29,Washington,11,14
2020-07-29,Wayne,1,2
2020-07-29,Westchester,1578,1445
2020-07-29,Wyoming,3,5
2020-07-29,Yates,6,6
2020-07-30,Albany,169,115
2020-07-30,Allegany,0,2
2020-07-30,Bronx,3074,3352
2020-07-30,Broome,76,72
2020-07-30,Cattaraugus,5,6
2020-07-30,Cayuga,1,2
2020-07-30,Chautauqua,5,4
2020-07-30,Chemung,5,2
2020-07-30,Chenango,3,6
2020-07-30,Clinton,4,4
2020-07-30,Columbia,43,47
2020-07-30,Cortland,0,1
2020-07-30,Delaware,0,4
2020-07-30,Dutchess,162,153
2020-07-30,Erie,621,594
2020-07-30,Essex,0,0
2020-07-30,Franklin,1,1
2020-07-30,Fulton,20,28
2020-07-30,Genesee,6,6
2020-07-30,Greene,5,13
2020-07-30,Hamilton,0,1
2020-07-30,Herkimer,3,5
2020-07-30,Jefferson,0,0
2020-07-30,Kings,4551,5044
2020-07-30,Lewis,0,5
2020-07-30,Livingston,4,4
2020-07-30,Madison,6,9
2020-07-30,Manhattan,3349,2081
2020-07-30,Monroe,266,250
2020-07-30,Montgomery,5,4
2020-07-30,Nassau,2706,2194
2020-07-30,Niagara,68,88
2020-07-30,Non-NYS,0,105
2020-07-30,Oneida,110,115
2020-07-30,Onondaga,188,172
2020-07-30,Ontario,26,27
2020-07-30,Orange,404,407
2020-07-30,Orleans,41,55
2020-07-30,Oswego,0,3
2020-07-30,Otsego,6,4
2020-07-30,Putnam,61,63
2020-07-30,Queens,4059,5083
2020-07-30,Rensselaer,39,35
2020-07-30,Richmond,747,749
2020-07-30,Rockland,470,507
2020-07-30,Saratoga,5,15
2020-07-30,Schenectady,37,39
2020-07-30,Schoharie,0,2
2020-07-30,Schuyler,0,0
2020-07-30,Seneca,0,1
2020-07-30,St. Lawrence,4,4
2020-07-30,Statewide Total,25150,25150
2020-07-30,Steuben,19,29
2020-07-30,Suffolk,2044,1997
2020-07-30,Sullivan,32,37
2020-07-30,Tioga,19,21
2020-07-30,Tompkins,2,0
2020-07-30,Ulster,49,81
2020-07-30,Warren,31,30
2020-07-30,Washington,11,14
2020-07-30,Wayne,1,2
2020-07-30,Westchester,1578,1445
2020-07-30,Wyoming,3,5
2020-07-30,Yates,6,6
2020-07-31,Albany,170,116
2020-07-31,Allegany,0,2
2020-07-31,Bronx,3075,3353
2020-07-31,Broome,76,72
2020-07-31,Cattaraugus,5,6
2020-07-31,Cayuga,1,2
2020-07-31,Chautauqua,5,4
2020-07-31,Chemung,5,2
2020-07-31,Chenango,3,6
2020-07-31,Clinton,4,4
2020-07-31,Columbia,43,47
2020-07-31,Cortland,0,1
2020-07-31,Delaware,0,4
2020-07-31,Dutchess,162,153
2020-07-31,Erie,621,594
2020-07-31,Essex,0,0
2020-07-31,Franklin,1,1
2020-07-31,Fulton,20,28
2020-07-31,Genesee,6,6
2020-07-31,Greene,5,13
2020-07-31,Hamilton,0,1
2020-07-31,Herkimer,3,5
2020-07-31,Jefferson,1,1
2020-07-31,Kings,4551,5044
2020-07-31,Lewis,0,5
2020-07-31,Livingston,4,4
2020-07-31,Madison,6,9
2020-07-31,Manhattan,3349,2081
2020-07-31,Monroe,266,250
2020-07-31,Montgomery,5,4
2020-07-31,Nassau,2706,2194
2020-07-31,Niagara,68,88
2020-07-31,Non-NYS,0,105
2020-07-31,Oneida,110,115
2020-07-31,Onondaga,189,173
2020-07-31,Ontario,26,27
2020-07-31,Orange,404,407
2020-07-31,Orleans,41,55
2020-07-31,Oswego,0,3
2020-07-31,Otsego,6,4
2020-07-31,Putnam,61,63
2020-07-31,Queens,4059,5083
2020-07-31,Rensselaer,39,35
2020-07-31,Richmond,747,749
2020-07-31,Rockland,470,507
2020-07-31,Saratoga,5,15
2020-07-31,Schenectady,37,39
2020-07-31,Schoharie,0,2
2020-07-31,Schuyler,0,0
2020-07-31,Seneca,0,1
2020-07-31,St. Lawrence,4,4
2020-07-31,Statewide Total,25164,25164
2020-07-31,Steuben,29,39
2020-07-31,Suffolk,2044,1997
2020-07-31,Sullivan,32,37
2020-07-31,Tioga,19,21
2020-07-31,Tompkins,2,0
2020-07-31,Ulster,49,81
2020-07-31,Warren,31,30
2020-07-31,Washington,11,14
2020-07-31,Wayne,1,2
2020-07-31,Westchester,1578,1445
2020-07-31,Wyoming,3,5
2020-07-31,Yates,6,6
2020-08-01,Albany,170,116
2020-08-01,Allegany,0,2
2020-08-01,Bronx,3075,3353
2020-08-01,Broome,77,73
2020-08-01,Cattaraugus,5,6
2020-08-01,Cayuga,1,2
2020-08-01,Chautauqua,5,4
2020-08-01,Chemung,5,2
2020-08-01,Chenango,3,6
2020-08-01,Clinton,4,4
2020-08-01,Columbia,43,47
2020-08-01,Cortland,0,1
2020-08-01,Delaware,0,4
2020-08-01,Dutchess,162,153
2020-08-01,Erie,621,594
2020-08-01,Essex,0,0
2020-08-01,Franklin,1,1
2020-08-01,Fulton,20,28
2020-08-01,Genesee,6,6
2020-08-01,Greene,5,13
2020-08-01,Hamilton,0,1
2020-08-01,Herkimer,3,5
2020-08-01,Jefferson,1,1
2020-08-01,Kings,4551,5044
2020-08-01,Lewis,0,5
2020-08-01,Livingston,6,6
2020-08-01,Madison,6,9
2020-08-01,Manhattan,3349,2081
2020-08-01,Monroe,268,252
2020-08-01,Montgomery,5,4
2020-08-01,Nassau,2706,2194
2020-08-01,Niagara,68,88
2020-08-01,Non-NYS,0,105
2020-08-01,Oneida,110,115
2020-08-01,Onondaga,189,173
2020-08-01,Ontario,26,27
2020-08-01,Orange,404,407
2020-08-01,Orleans,41,55
2020-08-01,Oswego,0,3
2020-08-01,Otsego,6,4
2020-08-01,Putnam,61,63
2020-08-01,Queens,4059,5083
2020-08-01,Rensselaer,39,35
2020-08-01,Richmond,747,749
2020-08-01,Rockland,470,507
2020-08-01,Saratoga,5,15
2020-08-01,Schenectady,37,39
2020-08-01,Schoharie,0,2
2020-08-01,Schuyler,0,0
2020-08-01,Seneca,0,1
2020-08-01,St. Lawrence,4,4
2020-08-01,Statewide Total,25170,25170
2020-08-01,Steuben,29,39
2020-08-01,Suffolk,2044,1997
2020-08-01,Sullivan,32,37
2020-08-01,Tioga,19,21
2020-08-01,Tompkins,2,0
2020-08-01,Ulster,49,81
2020-08-01,Warren,31,30
2020-08-01,Washington,11,14
2020-08-01,Wayne,1,2
2020-08-01,Westchester,1579,1446
2020-08-01,Wyoming,3,5
2020-08-01,Yates,6,6
2020-08-02,Albany,170,116
2020-08-02,Allegany,0,2
2020-08-02,Bronx,3075,3353
2020-08-02,Broome,78,74
2020-08-02,Cattaraugus,5,6
2020-08-02,Cayuga,1,2
2020-08-02,Chautauqua,5,4
2020-08-02,Chemung,5,2
2020-08-02,Chenango,3,6
2020-08-02,Clinton,4,4
2020-08-02,Columbia,43,47
2020-08-02,Cortland,0,1
2020-08-02,Delaware,0,4
2020-08-02,Dutchess,162,153
2020-08-02,Erie,622,595
2020-08-02,Essex,0,0
2020-08-02,Franklin,1,1
2020-08-02,Fulton,20,28
2020-08-02,Genesee,6,6
2020-08-02,Greene,5,13
2020-08-02,Hamilton,0,1
2020-08-02,Herkimer,3,5
2020-08-02,Jefferson,1,1
2020-08-02,Kings,4550,5043
2020-08-02,Lewis,0,5
2020-08-02,Livingston,6,6
2020-08-02,Madison,6,9
2020-08-02,Manhattan,3349,2081
2020-08-02,Monroe,268,252
2020-08-02,Montgomery,5,4
2020-08-02,Nassau,2706,2194
2020-08-02,Niagara,68,88
2020-08-02,Non-NYS,0,105
2020-08-02,Oneida,110,115
2020-08-02,Onondaga,190,174
2020-08-02,Ontario,26,27
2020-08-02,Orange,404,407
2020-08-02,Orleans,41,55
2020-08-02,Oswego,0,3
2020-08-02,Otsego,6,4
2020-08-02,Putnam,61,63
2020-08-02,Queens,4059,5083
2020-08-02,Rensselaer,39,35
2020-08-02,Richmond,747,749
2020-08-02,Rockland,470,507
2020-08-02,Saratoga,5,15
2020-08-02,Schenectady,37,39
2020-08-02,Schoharie,0,2
2020-08-02,Schuyler,0,0
2020-08-02,Seneca,0,1
2020-08-02,St. Lawrence,4,4
2020-08-02,Statewide Total,25172,25172
2020-08-02,Steuben,29,39
2020-08-02,Suffolk,2044,1997
2020-08-02,Sullivan,32,37
2020-08-02,Tioga,19,21
2020-08-02,Tompkins,2,0
2020-08-02,Ulster,49,81
2020-08-02,Warren,31,30
2020-08-02,Washington,11,14
2020-08-02,Wayne,1,2
2020-08-02,Westchester,1579,1446
2020-08-02,Wyoming,3,5
2020-08-02,Yates,6,6
2020-08-03,Albany,170,116
2020-08-03,Allegany,0,2
2020-08-03,Bronx,3075,3353
2020-08-03,Broome,78,74
2020-08-03,Cattaraugus,5,6
2020-08-03,Cayuga,1,2
2020-08-03,Chautauqua,5,4
2020-08-03,Chemung,5,2
2020-08-03,Chenango,3,6
2020-08-03,Clinton,4,4
2020-08-03,Columbia,43,47
2020-08-03,Cortland,0,1
2020-08-03,Delaware,0,4
2020-08-03,Dutchess,162,153
2020-08-03,Erie,623,596
2020-08-03,Essex,0,0
2020-08-03,Franklin,1,1
2020-08-03,Fulton,20,28
2020-08-03,Genesee,6,6
2020-08-03,Greene,5,13
2020-08-03,Hamilton,0,1
2020-08-03,Herkimer,4,6
2020-08-03,Jefferson,1,1
2020-08-03,Kings,4550,5043
2020-08-03,Lewis,0,5
2020-08-03,Livingston,6,6
2020-08-03,Madison,6,9
2020-08-03,Manhattan,3349,2081
2020-08-03,Monroe,269,253
2020-08-03,Montgomery,5,4
2020-08-03,Nassau,2706,2194
2020-08-03,Niagara,68,88
2020-08-03,Non-NYS,0,105
2020-08-03,Oneida,110,115
2020-08-03,Onondaga,190,174
2020-08-03,Ontario,26,27
2020-08-03,Orange,404,407
2020-08-03,Orleans,41,55
2020-08-03,Oswego,0,3
2020-08-03,Otsego,6,4
2020-08-03,Putnam,61,63
2020-08-03,Queens,4059,5083
2020-08-03,Rensselaer,39,35
2020-08-03,Richmond,747,749
2020-08-03,Rockland,470,507
2020-08-03,Saratoga,5,15
2020-08-03,Schenectady,37,39
2020-08-03,Schoharie,0,2
2020-08-03,Schuyler,0,0
2020-08-03,Seneca,0,1
2020-08-03,St. Lawrence,4,4
2020-08-03,Statewide Total,25175,25175
2020-08-03,Steuben,29,39
2020-08-03,Suffolk,2044,1997
2020-08-03,Sullivan,32,37
2020-08-03,Tioga,19,21
2020-08-03,Tompkins,2,0
2020-08-03,Ulster,49,81
2020-08-03,Warren,31,30
2020-08-03,Washington,11,14
2020-08-03,Wayne,1,2
2020-08-03,Westchester,1579,1446
2020-08-03,Wyoming,3,5
2020-08-03,Yates,6,6
2020-08-04,Albany,170,116
2020-08-04,Allegany,0,2
2020-08-04,Bronx,3076,3354
2020-08-04,Broome,78,74
2020-08-04,Cattaraugus,5,6
2020-08-04,Cayuga,1,2
2020-08-04,Chautauqua,5,4
2020-08-04,Chemung,5,2
2020-08-04,Chenango,3,6
2020-08-04,Clinton,4,4
2020-08-04,Columbia,43,47
2020-08-04,Cortland,0,1
2020-08-04,Delaware,0,4
2020-08-04,Dutchess,162,153
2020-08-04,Erie,623,596
2020-08-04,Essex,0,0
2020-08-04,Franklin,1,1
2020-08-04,Fulton,20,28
2020-08-04,Genesee,6,6
2020-08-04,Greene,5,13
2020-08-04,Hamilton,0,1
2020-08-04,Herkimer,4,6
2020-08-04,Jefferson,1,1
2020-08-04,Kings,4550,5044
2020-08-04,Lewis,0,5
2020-08-04,Livingston,6,6
2020-08-04,Madison,6,9
2020-08-04,Manhattan,3350,2081
2020-08-04,Monroe,269,253
2020-08-04,Montgomery,5,4
2020-08-04,Nassau,2706,2194
2020-08-04,Niagara,68,88
2020-08-04,Non-NYS,0,105
2020-08-04,Oneida,110,115
2020-08-04,Onondaga,191,175
2020-08-04,Ontario,26,27
2020-08-04,Orange,404,407
2020-08-04,Orleans,41,55
2020-08-04,Oswego,0,3
2020-08-04,Otsego,6,4
2020-08-04,Putnam,61,63
2020-08-04,Queens,4059,5083
2020-08-04,Rensselaer,39,35
2020-08-04,Richmond,747,749
2020-08-04,Rockland,470,507
2020-08-04,Saratoga,5,15
2020-08-04,Schenectady,38,40
2020-08-04,Schoharie,0,2
2020-08-04,Schuyler,0,0
2020-08-04,Seneca,0,1
2020-08-04,St. Lawrence,4,4
2020-08-04,Statewide Total,25179,25179
2020-08-04,Steuben,29,39
2020-08-04,Suffolk,2044,1997
2020-08-04,Sullivan,32,37
2020-08-04,Tioga,19,21
2020-08-04,Tompkins,2,0
2020-08-04,Ulster,49,81
2020-08-04,Warren,31,30
2020-08-04,Washington,11,14
2020-08-04,Wayne,1,2
2020-08-04,Westchester,1579,1446
2020-08-04,Wyoming,3,5
2020-08-04,Yates,6,6
2020-08-05,Albany,170,116
2020-08-05,Allegany,0,2
2020-08-05,Bronx,3076,3354
2020-08-05,Broome,78,74
2020-08-05,Cattaraugus,5,6
2020-08-05,Cayuga,1,2
2020-08-05,Chautauqua,5,4
2020-08-05,Chemung,5,2
2020-08-05,Chenango,3,6
2020-08-05,Clinton,4,4
2020-08-05,Columbia,43,47
2020-08-05,Cortland,0,1
2020-08-05,Delaware,0,4
2020-08-05,Dutchess,162,153
2020-08-05,Erie,623,596
2020-08-05,Essex,0,0
2020-08-05,Franklin,1,1
2020-08-05,Fulton,20,28
2020-08-05,Genesee,6,6
2020-08-05,Greene,5,13
2020-08-05,Hamilton,0,1
2020-08-05,Herkimer,4,6
2020-08-05,Jefferson,1,1
2020-08-05,Kings,4550,5044
2020-08-05,Lewis,0,5
2020-08-05,Livingston,6,6
2020-08-05,Madison,6,9
2020-08-05,Manhattan,3353,2084
2020-08-05,Monroe,270,254
2020-08-05,Montgomery,5,4
2020-08-05,Nassau,2706,2194
2020-08-05,Niagara,68,88
2020-08-05,Non-NYS,0,105
2020-08-05,Oneida,110,115
2020-08-05,Onondaga,191,175
2020-08-05,Ontario,26,27
2020-08-05,Orange,404,407
2020-08-05,Orleans,41,55
2020-08-05,Oswego,0,3
2020-08-05,Otsego,6,4
2020-08-05,Putnam,61,63
2020-08-05,Queens,4059,5083
2020-08-05,Rensselaer,39,35
2020-08-05,Richmond,747,749
2020-08-05,Rockland,470,507
2020-08-05,Saratoga,5,15
2020-08-05,Schenectady,38,40
2020-08-05,Schoharie,0,2
2020-08-05,Schuyler,0,0
2020-08-05,Seneca,0,1
2020-08-05,St. Lawrence,4,4
2020-08-05,Statewide Total,25185,25185
2020-08-05,Steuben,29,39
2020-08-05,Suffolk,2045,1998
2020-08-05,Sullivan,32,37
2020-08-05,Tioga,19,21
2020-08-05,Tompkins,2,0
2020-08-05,Ulster,49,81
2020-08-05,Warren,31,30
2020-08-05,Washington,11,14
2020-08-05,Wayne,1,2
2020-08-05,Westchester,1580,1447
2020-08-05,Wyoming,3,5
2020-08-05,Yates,6,6
2020-08-06,Albany,170,116
2020-08-06,Allegany,0,2
2020-08-06,Bronx,3076,3354
2020-08-06,Broome,78,74
2020-08-06,Cattaraugus,5,6
2020-08-06,Cayuga,1,2
2020-08-06,Chautauqua,5,4
2020-08-06,Chemung,5,2
2020-08-06,Chenango,3,6
2020-08-06,Clinton,4,4
2020-08-06,Columbia,43,47
2020-08-06,Cortland,0,1
2020-08-06,Delaware,0,4
2020-08-06,Dutchess,162,153
2020-08-06,Erie,624,597
2020-08-06,Essex,0,0
2020-08-06,Franklin,1,1
2020-08-06,Fulton,20,28
2020-08-06,Genesee,6,6
2020-08-06,Greene,5,13
2020-08-06,Hamilton,0,1
2020-08-06,Herkimer,4,6
2020-08-06,Jefferson,1,1
2020-08-06,Kings,4550,5044
2020-08-06,Lewis,0,5
2020-08-06,Livingston,6,6
2020-08-06,Madison,6,9
2020-08-06,Manhattan,3353,2084
2020-08-06,Monroe,270,254
2020-08-06,Montgomery,5,4
2020-08-06,Nassau,2706,2194
2020-08-06,Niagara,68,88
2020-08-06,Non-NYS,0,105
2020-08-06,Oneida,110,115
2020-08-06,Onondaga,192,176
2020-08-06,Ontario,26,27
2020-08-06,Orange,405,408
2020-08-06,Orleans,41,55
2020-08-06,Oswego,0,3
2020-08-06,Otsego,6,4
2020-08-06,Putnam,61,63
2020-08-06,Queens,4061,5085
2020-08-06,Rensselaer,39,35
2020-08-06,Richmond,747,749
2020-08-06,Rockland,470,507
2020-08-06,Saratoga,5,15
2020-08-06,Schenectady,38,40
2020-08-06,Schoharie,0,2
2020-08-06,Schuyler,0,0
2020-08-06,Seneca,0,1
2020-08-06,St. Lawrence,4,4
2020-08-06,Statewide Total,25190,25190
2020-08-06,Steuben,29,39
2020-08-06,Suffolk,2045,1998
2020-08-06,Sullivan,32,37
2020-08-06,Tioga,19,21
2020-08-06,Tompkins,2,0
2020-08-06,Ulster,49,81
2020-08-06,Warren,31,30
2020-08-06,Washington,11,14
2020-08-06,Wayne,1,2
2020-08-06,Westchester,1580,1447
2020-08-06,Wyoming,3,5
2020-08-06,Yates,6,6
2020-08-07,Albany,170,116
2020-08-07,Allegany,0,2
2020-08-07,Bronx,3076,3355
2020-08-07,Broome,78,74
2020-08-07,Cattaraugus,5,6
2020-08-07,Cayuga,1,2
2020-08-07,Chautauqua,5,4
2020-08-07,Chemung,5,2
2020-08-07,Chenango,3,6
2020-08-07,Clinton,4,4
2020-08-07,Columbia,43,47
2020-08-07,Cortland,0,1
2020-08-07,Delaware,0,4
2020-08-07,Dutchess,162,153
2020-08-07,Erie,624,597
2020-08-07,Essex,0,0
2020-08-07,Franklin,1,1
2020-08-07,Fulton,20,28
2020-08-07,Genesee,6,6
2020-08-07,Greene,5,13
2020-08-07,Hamilton,0,1
2020-08-07,Herkimer,4,6
2020-08-07,Jefferson,1,1
2020-08-07,Kings,4550,5045
2020-08-07,Lewis,0,5
2020-08-07,Livingston,6,6
2020-08-07,Madison,6,9
2020-08-07,Manhattan,3356,2085
2020-08-07,Monroe,270,254
2020-08-07,Montgomery,5,4
2020-08-07,Nassau,2706,2194
2020-08-07,Niagara,68,88
2020-08-07,Non-NYS,0,105
2020-08-07,Oneida,110,115
2020-08-07,Onondaga,192,176
2020-08-07,Ontario,26,27
2020-08-07,Orange,405,408
2020-08-07,Orleans,41,55
2020-08-07,Oswego,0,3
2020-08-07,Otsego,6,4
2020-08-07,Putnam,61,63
2020-08-07,Queens,4062,5086
2020-08-07,Rensselaer,40,36
2020-08-07,Richmond,747,749
2020-08-07,Rockland,470,507
2020-08-07,Saratoga,5,15
2020-08-07,Schenectady,38,40
2020-08-07,Schoharie,0,2
2020-08-07,Schuyler,0,0
2020-08-07,Seneca,0,1
2020-08-07,St. Lawrence,4,4
2020-08-07,Statewide Total,25195,25195
2020-08-07,Steuben,29,39
2020-08-07,Suffolk,2045,1998
2020-08-07,Sullivan,32,37
2020-08-07,Tioga,19,21
2020-08-07,Tompkins,2,0
2020-08-07,Ulster,49,81
2020-08-07,Warren,31,30
2020-08-07,Washington,11,14
2020-08-07,Wayne,1,2
2020-08-07,Westchester,1580,1447
2020-08-07,Wyoming,3,5
2020-08-07,Yates,6,6
2020-08-08,Albany,170,116
2020-08-08,Allegany,0,2
2020-08-08,Bronx,3076,3357
2020-08-08,Broome,78,74
2020-08-08,Cattaraugus,5,6
2020-08-08,Cayuga,1,2
2020-08-08,Chautauqua,5,4
2020-08-08,Chemung,5,2
2020-08-08,Chenango,3,6
2020-08-08,Clinton,4,4
2020-08-08,Columbia,43,47
2020-08-08,Cortland,0,1
2020-08-08,Delaware,0,4
2020-08-08,Dutchess,162,153
2020-08-08,Erie,625,598
2020-08-08,Essex,0,0
2020-08-08,Franklin,1,1
2020-08-08,Fulton,20,28
2020-08-08,Genesee,6,6
2020-08-08,Greene,5,13
2020-08-08,Hamilton,0,1
2020-08-08,Herkimer,5,7
2020-08-08,Jefferson,1,1
2020-08-08,Kings,4551,5045
2020-08-08,Lewis,0,5
2020-08-08,Livingston,6,6
2020-08-08,Madison,6,9
2020-08-08,Manhattan,3357,2085
2020-08-08,Monroe,270,254
2020-08-08,Montgomery,5,4
2020-08-08,Nassau,2707,2195
2020-08-08,Niagara,68,88
2020-08-08,Non-NYS,0,105
2020-08-08,Oneida,110,115
2020-08-08,Onondaga,192,176
2020-08-08,Ontario,26,27
2020-08-08,Orange,405,408
2020-08-08,Orleans,41,55
2020-08-08,Oswego,0,3
2020-08-08,Otsego,6,4
2020-08-08,Putnam,61,63
2020-08-08,Queens,4063,5087
2020-08-08,Rensselaer,41,37
2020-08-08,Richmond,747,749
2020-08-08,Rockland,470,507
2020-08-08,Saratoga,5,15
2020-08-08,Schenectady,38,40
2020-08-08,Schoharie,0,2
2020-08-08,Schuyler,0,0
2020-08-08,Seneca,0,1
2020-08-08,St. Lawrence,4,4
2020-08-08,Statewide Total,25202,25202
2020-08-08,Steuben,29,39
2020-08-08,Suffolk,2045,1998
2020-08-08,Sullivan,32,37
2020-08-08,Tioga,19,21
2020-08-08,Tompkins,2,0
2020-08-08,Ulster,49,81
2020-08-08,Warren,31,30
2020-08-08,Washington,11,14
2020-08-08,Wayne,1,2
2020-08-08,Westchester,1580,1447
2020-08-08,Wyoming,3,5
2020-08-08,Yates,6,6
2020-08-09,Albany,170,116
2020-08-09,Allegany,0,2
2020-08-09,Bronx,3076,3357
2020-08-09,Broome,78,74
2020-08-09,Cattaraugus,5,6
2020-08-09,Cayuga,1,2
2020-08-09,Chautauqua,5,4
2020-08-09,Chemung,5,2
2020-08-09,Chenango,3,6
2020-08-09,Clinton,4,4
2020-08-09,Columbia,43,47
2020-08-09,Cortland,0,1
2020-08-09,Delaware,0,4
2020-08-09,Dutchess,162,153
2020-08-09,Erie,625,598
2020-08-09,Essex,0,0
2020-08-09,Franklin,1,1
2020-08-09,Fulton,20,28
2020-08-09,Genesee,6,6
2020-08-09,Greene,5,13
2020-08-09,Hamilton,0,1
2020-08-09,Herkimer,5,7
2020-08-09,Jefferson,1,1
2020-08-09,Kings,4551,5045
2020-08-09,Lewis,0,5
2020-08-09,Livingston,6,6
2020-08-09,Madison,6,9
2020-08-09,Manhattan,3358,2086
2020-08-09,Monroe,270,254
2020-08-09,Montgomery,5,4
2020-08-09,Nassau,2707,2195
2020-08-09,Niagara,68,88
2020-08-09,Non-NYS,0,105
2020-08-09,Oneida,110,115
2020-08-09,Onondaga,192,176
2020-08-09,Ontario,26,27
2020-08-09,Orange,405,408
2020-08-09,Orleans,41,55
2020-08-09,Oswego,0,3
2020-08-09,Otsego,6,4
2020-08-09,Putnam,61,63
2020-08-09,Queens,4063,5087
2020-08-09,Rensselaer,42,38
2020-08-09,Richmond,747,749
2020-08-09,Rockland,470,507
2020-08-09,Saratoga,5,15
2020-08-09,Schenectady,38,40
2020-08-09,Schoharie,0,2
2020-08-09,Schuyler,0,0
2020-08-09,Seneca,0,1
2020-08-09,St. Lawrence,4,4
